"Departamento","Provincia","Distrito","conSeguro_Total","analfa_Total","indep_Total","poblacion_Total"
"Amazonas","Bagua","Aramango",5057,13.81,54.61,11442
"Amazonas","Bagua","Copallin",2593,13.46,35.05,6126
"Amazonas","Bagua","El Parco",524,12.17,20.91,1274
"Amazonas","Bagua","Imaza",11294,17.29,47.94,21409
"Amazonas","Bagua","La Peca",14310,7.62,36.51,31506
"Amazonas","Bongará","Chisquilla",206,3.29,42.95,346
"Amazonas","Bongará","Churuja",155,8.47,47.62,272
"Amazonas","Bongará","Corosha",325,13.51,59.11,712
"Amazonas","Bongará","Cuispes",238,9.37,51.08,782
"Amazonas","Bongará","Florida",1286,11.12,59.85,6199
"Amazonas","Bongará","Jazán",3079,5.57,46.29,8332
"Amazonas","Bongará","Jumbilla",888,5.38,45.06,1569
"Amazonas","Bongará","Recta",153,4.68,39.06,231
"Amazonas","Bongará","San Carlos",119,10.57,61.15,367
"Amazonas","Bongará","Shipasbamba",514,10.24,45.32,1350
"Amazonas","Bongará","Valera",419,9.43,55.06,1262
"Amazonas","Bongará","Yambrasbamba",1724,11.81,56.49,6043
"Amazonas","Chachapoyas","Asunción",189,13.11,47.59,289
"Amazonas","Chachapoyas","Balsas",751,13.47,55.82,1401
"Amazonas","Chachapoyas","Chachapoyas",12170,4.38,26.71,23939
"Amazonas","Chachapoyas","Cheto",268,7.16,49.58,582
"Amazonas","Chachapoyas","Chiliquín",456,13.46,58.2,851
"Amazonas","Chachapoyas","Chuquibamba",1168,7.4,55.34,2074
"Amazonas","Chachapoyas","Granada",139,14.71,47.75,426
"Amazonas","Chachapoyas","Huancas",176,10.2,50.39,809
"Amazonas","Chachapoyas","La Jalca",2376,13.36,58.21,5344
"Amazonas","Chachapoyas","Leimebamba",1816,11.26,43.86,3918
"Amazonas","Chachapoyas","Levanto",511,15.58,63.22,945
"Amazonas","Chachapoyas","Magdalena",399,9.93,34.08,880
"Amazonas","Chachapoyas","Mariscal Castilla",469,10.37,59.01,1132
"Amazonas","Chachapoyas","Molinopampa",1215,11.48,57.68,2501
"Amazonas","Chachapoyas","Montevideo",286,6.2,43.85,691
"Amazonas","Chachapoyas","Olleros",239,16.21,60.8,355
"Amazonas","Chachapoyas","Quinjalca",327,15.51,57.91,934
"Amazonas","Chachapoyas","San Francisco de Daguas",124,9.17,50.42,302
"Amazonas","Chachapoyas","San Isidro de Maino",237,9.3,56.43,686
"Amazonas","Chachapoyas","Soloco",606,11.68,60.63,1413
"Amazonas","Chachapoyas","Sonche",140,15.65,53.06,228
"Amazonas","Condorcanqui","El Cenepa",4616,21.9,57.78,8513
"Amazonas","Condorcanqui","Nieva",11047,17.55,54.9,22192
"Amazonas","Condorcanqui","Río Santiago",7281,19.6,48.58,12606
"Amazonas","Luya","Camporredondo",1868,14.24,31.49,6076
"Amazonas","Luya","Cocabamba",929,15.65,45.78,2240
"Amazonas","Luya","Colcamar",827,15.53,65.07,2395
"Amazonas","Luya","Conila",936,17.65,71.64,2033
"Amazonas","Luya","Inguilpata",355,11.15,66.67,694
"Amazonas","Luya","Lámud",1398,13.51,36.25,2319
"Amazonas","Luya","Longuita",396,12.88,60,946
"Amazonas","Luya","Lonya Chico",620,14.58,66.91,1051
"Amazonas","Luya","Luya",2337,13.91,60.62,4153
"Amazonas","Luya","Luya Viejo",357,14.67,65.1,413
"Amazonas","Luya","María",357,7.71,48.24,855
"Amazonas","Luya","Ocalli",1476,11.32,52.51,3622
"Amazonas","Luya","Ocumal",2037,14.24,52.82,3781
"Amazonas","Luya","Pisuquía",2385,16.73,52.58,5432
"Amazonas","Luya","Providencia",590,13.83,57.11,1448
"Amazonas","Luya","San Cristóbal",455,17.04,64.81,707
"Amazonas","Luya","San Francisco del Yeso",269,25.52,42.76,793
"Amazonas","Luya","San Jerónimo",672,14.71,57.04,947
"Amazonas","Luya","San Juan de Lopecancha",206,10.71,58.85,553
"Amazonas","Luya","Santa Catalina",675,12.25,56.87,1698
"Amazonas","Luya","Santo Tomás",1616,12.16,65.36,3670
"Amazonas","Luya","Tingo",586,12,43.8,1212
"Amazonas","Luya","Trita",888,15.85,63.7,1290
"Amazonas","Rodríguez de Mendoza","Chirimoto",530,8.83,62.56,1842
"Amazonas","Rodríguez de Mendoza","Cochamal",237,3.56,56.58,545
"Amazonas","Rodríguez de Mendoza","Huambo",1104,11.24,38.89,3168
"Amazonas","Rodríguez de Mendoza","Limabamba",832,6.49,48.91,2629
"Amazonas","Rodríguez de Mendoza","Longar",934,5.17,45.93,1747
"Amazonas","Rodríguez de Mendoza","Mariscal Benavides",774,8.35,42.98,1496
"Amazonas","Rodríguez de Mendoza","Milpuc",206,6.58,65.33,671
"Amazonas","Rodríguez de Mendoza","Omia",1583,9.16,48.26,7053
"Amazonas","Rodríguez de Mendoza","San Nicolás",2103,4.72,44.36,4837
"Amazonas","Rodríguez de Mendoza","Santa Rosa",145,10.78,50.99,540
"Amazonas","Rodríguez de Mendoza","Totora",238,2.55,54.35,490
"Amazonas","Rodríguez de Mendoza","Vista Alegre",260,12.5,48.33,1371
"Amazonas","Utcubamba","Bagua Grande",19867,11.46,41.95,47336
"Amazonas","Utcubamba","Cajaruro",10952,13.99,44.61,26735
"Amazonas","Utcubamba","Cumba",4061,13.86,49.06,9070
"Amazonas","Utcubamba","El Milagro",2819,11.77,23.99,5847
"Amazonas","Utcubamba","Jamalca",3135,15.34,47.21,7554
"Amazonas","Utcubamba","Lonya Grande",4430,14.23,46.21,9437
"Amazonas","Utcubamba","Yamón",1462,13.92,29.39,3064
"Áncash","Aija","Aija",909,5.66,33.84,2036
"Áncash","Aija","Coris",718,11,58.04,2121
"Áncash","Aija","Huacllán",179,6.59,46.85,556
"Áncash","Aija","La Merced",744,9.56,35.2,2377
"Áncash","Aija","Succha",277,5.85,54.3,905
"Áncash","Antonio Raymondi","Aczo",997,18.04,48.69,2378
"Áncash","Antonio Raymondi","Chaccho",859,20.34,35.4,1927
"Áncash","Antonio Raymondi","Chingas",737,17.2,56.62,2074
"Áncash","Antonio Raymondi","Llamellin",1558,14.85,37.98,3849
"Áncash","Antonio Raymondi","Mirgas",2582,26.96,69.95,5235
"Áncash","Antonio Raymondi","San Juan de Rontoy",805,21.76,38.85,1596
"Áncash","Asunción","Acochaca",1484,35.45,53.36,3720
"Áncash","Asunción","Chacas",2205,23.45,36.02,5334
"Áncash","Bolognesi","Abelardo Pardo Lezameta",169,1.96,45.06,678
"Áncash","Bolognesi","Antonio Raymondi",129,14.32,65.63,1193
"Áncash","Bolognesi","Aquia",747,11.03,23.02,2860
"Áncash","Bolognesi","Cajacay",424,12.13,45.09,1686
"Áncash","Bolognesi","Canis",193,4.92,35.02,691
"Áncash","Bolognesi","Chiquián",1326,6.11,31.86,4087
"Áncash","Bolognesi","Colquioc",751,5.13,53,3078
"Áncash","Bolognesi","Huallanca",2991,8.26,24.77,8249
"Áncash","Bolognesi","Huasta",507,5.47,29.02,2425
"Áncash","Bolognesi","Huayllacayán",366,16.78,64.55,1276
"Áncash","Bolognesi","La Primavera",112,5.35,36.12,657
"Áncash","Bolognesi","Mangas",125,16.27,54.44,568
"Áncash","Bolognesi","Pacllón",468,6.32,21.28,1522
"Áncash","Bolognesi","San Miguel de Corpanqui",165,1.75,54.98,777
"Áncash","Bolognesi","Ticllos",162,9.04,42.7,978
"Áncash","Carhuaz","Acopampa",370,19.57,51.96,2488
"Áncash","Carhuaz","Amashca",172,33.08,58.13,1647
"Áncash","Carhuaz","Anta",890,21.01,51.69,2368
"Áncash","Carhuaz","Ataquero",313,30.75,66.11,1498
"Áncash","Carhuaz","Carhuaz",3238,26.25,49.15,13836
"Áncash","Carhuaz","Marcará",2720,32.22,54.23,8634
"Áncash","Carhuaz","Pariahuanca",425,19.33,42.33,1501
"Áncash","Carhuaz","San Miguel de Aco",606,33.25,55.7,2552
"Áncash","Carhuaz","Shilla",817,42.34,48.22,3280
"Áncash","Carhuaz","Tinco",638,16.04,56.35,2939
"Áncash","Carhuaz","Yungar",885,23.29,52.19,3159
"Áncash","Carlos Fermín Fitzcarrald","San Luis",5012,32.27,28.83,12112
"Áncash","Carlos Fermín Fitzcarrald","San Nicolás",1708,28.76,41.54,3922
"Áncash","Carlos Fermín Fitzcarrald","Yauya",2261,27.13,41.76,5288
"Áncash","Casma","Buena Vista Alta",1641,20.21,31.63,3937
"Áncash","Casma","Casma",9644,6.49,32.63,28831
"Áncash","Casma","Comandante Noel",629,11.81,30.63,2029
"Áncash","Casma","Yaután",2414,15.55,41.46,7571
"Áncash","Corongo","Aco",140,13.92,50,543
"Áncash","Corongo","Bambas",170,7.23,33.52,500
"Áncash","Corongo","Corongo",733,17.38,37.83,1824
"Áncash","Corongo","Cusca",622,13.78,54.77,2792
"Áncash","Corongo","La pampa",352,13.54,36.39,1164
"Áncash","Corongo","Yanac",259,11.67,41.76,747
"Áncash","Corongo","Yupán",258,6.97,49.83,759
"Áncash","Huaraz","Cochabamba",896,18.1,49.26,2047
"Áncash","Huaraz","Colcabamba",149,9.73,53.72,653
"Áncash","Huaraz","Huanchay",984,9.52,64.99,2517
"Áncash","Huaraz","Huaraz",16491,7.36,27.58,56186
"Áncash","Huaraz","Independencia",19809,9.37,30.89,62853
"Áncash","Huaraz","Jangas",1202,23.61,39.78,4403
"Áncash","Huaraz","La Libertad",449,14.21,55.46,1280
"Áncash","Huaraz","Olleros",654,23.18,58.51,2581
"Áncash","Huaraz","Pampas",281,7.42,56.49,1310
"Áncash","Huaraz","Pariacoto",1549,20.65,53.94,4386
"Áncash","Huaraz","Pira",798,22.49,52.01,3853
"Áncash","Huaraz","Tarica",1707,22.65,41.97,5394
"Áncash","Huari","Anra",753,20.33,24.76,1800
"Áncash","Huari","Cajay",1126,29.97,13.87,3018
"Áncash","Huari","Chavín de Huantar",2675,28.74,46.63,9088
"Áncash","Huari","Huacachi",797,18.58,21.26,2111
"Áncash","Huari","Huacchis",627,12.76,50.64,2055
"Áncash","Huari","Huachis",1427,25.54,51.15,3758
"Áncash","Huari","Huantar",924,23.93,32.8,3010
"Áncash","Huari","Huari",3166,16.9,28.4,9738
"Áncash","Huari","Masin",651,23.95,26.4,1948
"Áncash","Huari","Paucas",905,11.24,45.28,2048
"Áncash","Huari","Pontó",1396,21.57,23.51,3472
"Áncash","Huari","Rahuapampa",272,11.3,28.22,739
"Áncash","Huari","Rapayán",828,12.6,30.3,1752
"Áncash","Huari","San marcos",4951,16.45,27.38,13607
"Áncash","Huari","San Pedro de Chaná",952,17.95,37.14,2668
"Áncash","Huari","Uco",448,16.47,11.75,1786
"Áncash","Huarmey","Cochapeti",180,5.14,56.33,879
"Áncash","Huarmey","Culebras",1201,6.02,52.03,3145
"Áncash","Huarmey","Huarmey",8308,3.68,34.06,21666
"Áncash","Huarmey","Huayan",262,6.66,40.89,1085
"Áncash","Huarmey","Malvas",302,3.56,57.65,1045
"Áncash","Huaylas","Caraz",7468,15.56,40.44,23580
"Áncash","Huaylas","Huallanca",417,12.52,41.3,955
"Áncash","Huaylas","Huata",671,15.92,42.82,1609
"Áncash","Huaylas","Huaylas",617,11.86,62.2,1894
"Áncash","Huaylas","Mato",796,16.96,44.12,2109
"Áncash","Huaylas","Pamparomas",3299,30.2,54.47,8607
"Áncash","Huaylas","Pueblo Libre",2890,32.37,46.63,6897
"Áncash","Huaylas","Santa Cruz",1905,34.53,60.32,4840
"Áncash","Huaylas","Santo Toribio",440,8.74,32.57,1403
"Áncash","Huaylas","Yuracmarca",629,25.42,64.06,1835
"Áncash","Mariscal Luzuriaga","Casca",3031,31.22,53.93,4301
"Áncash","Mariscal Luzuriaga","Eleazar Guzmán Barrón",956,32.21,54.41,1333
"Áncash","Mariscal Luzuriaga","Fidel Olivas Escudero",1283,33.4,47.74,2309
"Áncash","Mariscal Luzuriaga","Llama",1000,21.97,33.6,1392
"Áncash","Mariscal Luzuriaga","Llumpa",3445,42.09,55.58,6066
"Áncash","Mariscal Luzuriaga","Lucma",1924,35.81,44.48,3197
"Áncash","Mariscal Luzuriaga","Musga",728,20.08,31.16,1094
"Áncash","Mariscal Luzuriaga","Piscobamba",2170,20.77,22.66,3600
"Áncash","Ocros","Acas",153,4.81,44.98,812
"Áncash","Ocros","Cajamarquilla",86,3.08,45.45,429
"Áncash","Ocros","Carhuapampa",158,6.15,52.5,752
"Áncash","Ocros","Cochas",381,9.47,27.32,1298
"Áncash","Ocros","Congas",266,5.78,59.84,1215
"Áncash","Ocros","Llipa",146,2.7,62.95,843
"Áncash","Ocros","Ocros",403,8.27,43.29,1375
"Áncash","Ocros","San Cristóbal de Raján",130,9.76,40.31,572
"Áncash","Ocros","San Pedro",497,2.99,45.92,1477
"Áncash","Ocros","Santiago de Chilcas",65,9.49,52.74,423
"Áncash","Pallasca","Bolognesi",426,8.64,22.69,1367
"Áncash","Pallasca","Cabana",822,8.54,35.31,2810
"Áncash","Pallasca","Conchucos",2411,19.68,32.12,8027
"Áncash","Pallasca","Huacaschuque",189,12.97,45.45,671
"Áncash","Pallasca","Huandoval",362,10.12,45.1,1144
"Áncash","Pallasca","Lacabamba",339,11.37,48.07,656
"Áncash","Pallasca","Llapo",196,8.14,37.04,688
"Áncash","Pallasca","Pallasca",824,13.41,41.67,2624
"Áncash","Pallasca","Pampas",2001,16.66,40.12,7079
"Áncash","Pallasca","Santa rosa",340,12.03,49.77,1150
"Áncash","Pallasca","Tauca",796,11.62,48.2,3238
"Áncash","Pomabamba","Huayllán",2508,29.64,30.25,3666
"Áncash","Pomabamba","Parobamba",4246,42.19,75.39,6861
"Áncash","Pomabamba","Pomabamba",9949,27.59,34.66,14933
"Áncash","Pomabamba","Quinuabamba",1649,47.05,41.22,2494
"Áncash","Recuay","Catac",927,10.87,39.93,4036
"Áncash","Recuay","Cotaparaco",205,7.86,31.78,603
"Áncash","Recuay","Huayllapampa",293,16.11,57.6,1146
"Áncash","Recuay","Llacllín",282,10.53,51.07,1418
"Áncash","Recuay","Marca",284,11.28,47.88,1054
"Áncash","Recuay","Pampas Chico",360,10.87,38.84,1618
"Áncash","Recuay","Pararín",326,8.47,64.78,1251
"Áncash","Recuay","Recuay",1754,11.13,37.37,5015
"Áncash","Recuay","Tapacocha",134,17.96,65.69,525
"Áncash","Recuay","Ticapampa",721,11.52,30.82,2436
"Áncash","Santa","Cáceres del Perú",1619,14.32,54.67,5062
"Áncash","Santa","Chimbote",72612,4.24,31.35,215817
"Áncash","Santa","Coishco",6738,4.68,24.08,14832
"Áncash","Santa","Macate",1048,8.58,54.24,3889
"Áncash","Santa","Moro",2250,12.99,54.29,7580
"Áncash","Santa","Nepeña",7669,10.11,28.41,13860
"Áncash","Santa","Nuevo Chimbote",46040,2.06,26.79,113166
"Áncash","Santa","Samanco",1636,6.25,29.59,4218
"Áncash","Santa","Santa",5461,7.21,27.88,18010
"Áncash","Sihuas","Acobamba",718,15.08,46.53,2004
"Áncash","Sihuas","Alfonso Ugarte",407,17.57,31.72,874
"Áncash","Sihuas","Cashapampa",1582,31.97,51.91,3061
"Áncash","Sihuas","Chingalpo",545,16.17,38.03,1155
"Áncash","Sihuas","Huayllabamba",2050,22.27,58.34,4227
"Áncash","Sihuas","Quiches",1102,22.97,64.05,2779
"Áncash","Sihuas","Ragash",1503,26.76,61.95,2769
"Áncash","Sihuas","San juan",3704,39.48,41.89,6363
"Áncash","Sihuas","Sicsibamba",1073,25.79,45.21,1906
"Áncash","Sihuas","Sihuas",2673,10.9,32.7,5562
"Áncash","Yungay","Cascapara",408,32.83,67.24,2064
"Áncash","Yungay","Mancos",1566,23.17,49.79,7180
"Áncash","Yungay","Matacoto",367,25.4,46.03,1482
"Áncash","Yungay","Quillo",5533,45.43,70.68,12080
"Áncash","Yungay","Ranrahirca",639,20.06,31.77,2818
"Áncash","Yungay","Shupluy",890,32.28,59.83,2285
"Áncash","Yungay","Yanama",2064,27.33,39.14,6979
"Áncash","Yungay","Yungay",4443,21.5,52.32,20075
"Apurímac","Abancay","Abancay",27632,6.46,31.58,51225
"Apurímac","Abancay","Chacoche",944,19.97,34.67,1213
"Apurímac","Abancay","Circa",1874,26.44,53.11,2498
"Apurímac","Abancay","Curahuasi",10369,24.34,46.63,16532
"Apurímac","Abancay","Huanipaca",2429,25.17,46.36,4515
"Apurímac","Abancay","Lambrama",2166,25.46,42.1,5043
"Apurímac","Abancay","Pichirhua",3273,26.58,61.09,4154
"Apurímac","Abancay","San Pedro de Cachora",1683,23.75,37.09,3531
"Apurímac","Abancay","Tamburco",3839,8.86,34.65,7353
"Apurímac","Andahuaylas","Andahuaylas",16631,13.01,39.41,37260
"Apurímac","Andahuaylas","Andarapa",4277,29.87,54.99,6441
"Apurímac","Andahuaylas","Chiara",1036,28.2,30.95,1342
"Apurímac","Andahuaylas","Huancarama",3366,26.55,44.47,7078
"Apurímac","Andahuaylas","Huancaray",3005,29.68,51.89,4387
"Apurímac","Andahuaylas","Huayana",728,24.35,57.14,961
"Apurímac","Andahuaylas","Kaquiabamba",870,29.67,27.87,2410
"Apurímac","Andahuaylas","Kishuara",5287,29.02,16.82,8033
"Apurímac","Andahuaylas","Pacobamba",2257,27.08,39.16,4961
"Apurímac","Andahuaylas","Pacucha",4902,29.58,44.03,9841
"Apurímac","Andahuaylas","Pampachiri",1875,25.62,29.23,2478
"Apurímac","Andahuaylas","Pomacocha",565,23.18,39.71,972
"Apurímac","Andahuaylas","San Antonio de cachi",2092,26.08,54.61,3186
"Apurímac","Andahuaylas","San Jerónimo",10442,24.51,35.69,20357
"Apurímac","Andahuaylas","San Miguel de Chaccrampa",1161,33.37,26.59,1850
"Apurímac","Andahuaylas","Santa María de Chicmo",4577,25.7,32.45,9430
"Apurímac","Andahuaylas","Talavera",9051,19.74,28.21,16649
"Apurímac","Andahuaylas","Tumay Huaraca",1346,29.29,49.28,2144
"Apurímac","Andahuaylas","Turpo",2897,24.87,53.83,4066
"Apurímac","Antabamba","Antabamba",1877,21.26,34.1,3166
"Apurímac","Antabamba","El oro",223,14.81,36.13,516
"Apurímac","Antabamba","Huaquirca",819,21.23,10.51,1463
"Apurímac","Antabamba","Juan Espinoza Medrano",1039,22.83,29.96,1975
"Apurímac","Antabamba","Oropesa",1264,25.88,22.79,2518
"Apurímac","Antabamba","Pachaconas",657,14.41,52.03,1174
"Apurímac","Antabamba","Sabaino",754,22.39,40.41,1455
"Apurímac","Aymaraes","Capaya",384,12.2,50.71,729
"Apurímac","Aymaraes","Caraybamba",631,18.34,50.1,1295
"Apurímac","Aymaraes","Chalhuanca",2293,11,35.88,4558
"Apurímac","Aymaraes","Chapimarca",1251,29.99,10.71,2221
"Apurímac","Aymaraes","Colcabamba",488,28.93,36.24,786
"Apurímac","Aymaraes","Cotaruse",2409,15.88,30.8,4049
"Apurímac","Aymaraes","Huayllo",371,15.12,39.15,634
"Apurímac","Aymaraes","Justo Apu Sahuaraura",770,23.13,64.2,1037
"Apurímac","Aymaraes","Lucre",1233,34.58,52.33,2069
"Apurímac","Aymaraes","Pocohuanca",772,20.38,25.17,1158
"Apurímac","Aymaraes","San Juan de Chacña",321,35.63,24.48,908
"Apurímac","Aymaraes","Sañayca",484,27.57,59.83,1299
"Apurímac","Aymaraes","Soraya",344,26.22,58.74,771
"Apurímac","Aymaraes","Tapairihua",1613,32.44,59.28,2131
"Apurímac","Aymaraes","Tintay",1982,29.8,50.68,3052
"Apurímac","Aymaraes","Toraya",938,29.79,29.84,1690
"Apurímac","Aymaraes","Yanaca",595,20.22,24.82,1182
"Apurímac","Chincheros","Anco-huallo",4727,21.97,45.06,10898
"Apurímac","Chincheros","Chincheros",2743,19.83,35.09,5706
"Apurímac","Chincheros","Cocharcas",1267,19.39,50,2254
"Apurímac","Chincheros","Huaccana",4306,20.78,50.15,9200
"Apurímac","Chincheros","Ocobamba",4313,25.57,44.65,7901
"Apurímac","Chincheros","Ongoy",4195,26.36,44.55,7942
"Apurímac","Chincheros","Ranracancha",2508,34.71,46.3,4642
"Apurímac","Chincheros","Uranmarca",1805,25.94,52.68,3040
"Apurímac","Cotabambas","Challhuahuacho",5100,34.93,16.75,7321
"Apurímac","Cotabambas","Cotabambas",2195,24.48,54.44,4166
"Apurímac","Cotabambas","Coyllurqui",4284,33.17,31.25,7494
"Apurímac","Cotabambas","Haquira",6694,29.59,31.36,10437
"Apurímac","Cotabambas","Mara",3838,31.1,52.45,6141
"Apurímac","Cotabambas","Tambobamba",6725,40.35,45.58,10212
"Apurímac","Grau","Chuquibambilla",3530,16.58,43.31,5490
"Apurímac","Grau","Curasco",764,32.59,59.83,1469
"Apurímac","Grau","Curpahuasi",1211,33.66,52.7,2337
"Apurímac","Grau","Gamarra",2314,25.09,53.35,3965
"Apurímac","Grau","Huayllati",1184,34.7,29.01,1830
"Apurímac","Grau","Mamara",460,32.4,30.33,938
"Apurímac","Grau","Micaela Bastidas",336,21.17,60.6,1255
"Apurímac","Grau","Pataypampa",698,22.38,56.84,1022
"Apurímac","Grau","Progreso",1444,33.7,52.94,2723
"Apurímac","Grau","San Antonio",218,15.79,23.53,361
"Apurímac","Grau","Santa Rosa",531,25.5,45.71,712
"Apurímac","Grau","Turpay",374,20,40.84,777
"Apurímac","Grau","Vilcabamba",532,11.68,20.14,1213
"Apurímac","Grau","Virundo",533,22.11,34.46,998
"Arequipa","Arequipa","Alto Selva Alegre",30329,2.67,27.85,72696
"Arequipa","Arequipa","Arequipa",35038,0.72,13.75,61519
"Arequipa","Arequipa","Cayma",33086,3.53,25.23,74776
"Arequipa","Arequipa","Cerro Colorado",46843,3.37,27.33,113171
"Arequipa","Arequipa","Characato",2489,4.42,29.1,6726
"Arequipa","Arequipa","Chiguata",1002,10.05,35.61,2686
"Arequipa","Arequipa","Jacobo Hunter",18562,4.18,27.39,46092
"Arequipa","Arequipa","José Luis Bustamante y Rivero",40798,1.59,17.37,76410
"Arequipa","Arequipa","La Joya",7685,7.14,20.65,24192
"Arequipa","Arequipa","Mariano Melgar",21351,2.85,28.07,52144
"Arequipa","Arequipa","Miraflores",21584,2.62,26,50704
"Arequipa","Arequipa","Mollebaya",418,4.74,34.7,1410
"Arequipa","Arequipa","Paucarpata",44920,3.86,32.42,120446
"Arequipa","Arequipa","Pocsi",305,6.32,49.37,602
"Arequipa","Arequipa","Polobaya",577,7.19,31.88,1445
"Arequipa","Arequipa","Quequeña",501,3.25,20.75,1219
"Arequipa","Arequipa","Sabandia",1548,5.26,25.89,3699
"Arequipa","Arequipa","Sachaca",8150,4.19,19.87,17537
"Arequipa","Arequipa","San Juan de Siguas",439,5.71,22.2,1295
"Arequipa","Arequipa","San Juan de Tarucani",674,9.54,40.48,2129
"Arequipa","Arequipa","Santa Isabel de Siguas",499,6.48,38.04,1246
"Arequipa","Arequipa","Santa Rita de Siguas",1686,6.59,14.58,4456
"Arequipa","Arequipa","Socabaya",24572,2.93,27.31,59671
"Arequipa","Arequipa","Tiabaya",4938,6.97,21.68,14677
"Arequipa","Arequipa","Uchumayo",4957,3.5,23.88,10672
"Arequipa","Arequipa","Vitor",1019,7.92,24.49,2693
"Arequipa","Arequipa","Yanahuara",15177,0.56,10.66,22890
"Arequipa","Arequipa","Yarabamba",410,4.2,31.89,1027
"Arequipa","Arequipa","Yura",6348,5.87,34.15,16020
"Arequipa","Camaná","Camana",5854,2.88,29.23,14758
"Arequipa","Camaná","José María Quimper",1653,4.27,23.58,3916
"Arequipa","Camaná","Mariano Nicolás Valcárcel",564,1.48,66.35,4375
"Arequipa","Camaná","Mariscal Cáceres",1735,7.72,18.17,5463
"Arequipa","Camaná","Nicolás de Piérola",2375,4.65,22.44,6065
"Arequipa","Camaná","Ocoña",1735,4.07,28.12,4540
"Arequipa","Camaná","Quilca",283,5.42,53.64,806
"Arequipa","Camaná","Samuel Pastor",4727,5.14,26.75,13142
"Arequipa","Caravelí","Acarí",1322,5.23,31.58,4019
"Arequipa","Caravelí","Atico",1440,2.66,37.12,4164
"Arequipa","Caravelí","Atiquipa",353,4.43,25.79,774
"Arequipa","Caravelí","Bella Unión",712,5.5,12.36,4296
"Arequipa","Caravelí","Cahuacho",308,13.56,50.91,881
"Arequipa","Caravelí","Caravelí",1933,4.75,26.47,3784
"Arequipa","Caravelí","Chala",1407,3.07,35.23,5194
"Arequipa","Caravelí","Chaparra",626,3.51,36.66,3846
"Arequipa","Caravelí","Huanuhuanu",567,5.05,58.1,2509
"Arequipa","Caravelí","Jaqui",413,5.8,24.34,1685
"Arequipa","Caravelí","Lomas",433,1.26,47.29,1183
"Arequipa","Caravelí","Quicacha",611,7.82,62.11,1885
"Arequipa","Caravelí","Yauca",598,5.53,36.77,1708
"Arequipa","Castilla","Andagua",588,12.29,44.08,1311
"Arequipa","Castilla","Aplao",3877,5.68,27.01,8851
"Arequipa","Castilla","Ayo",143,6.41,52.76,360
"Arequipa","Castilla","Chachas",1258,24.92,53.36,1947
"Arequipa","Castilla","Chilcaymarca",425,14.42,15.97,842
"Arequipa","Castilla","Choco",615,30.18,67.7,1120
"Arequipa","Castilla","Huancarqui",629,6.02,22.48,1445
"Arequipa","Castilla","Machaguay",387,11.61,45.74,911
"Arequipa","Castilla","Orcopampa",4964,8.25,15.69,8318
"Arequipa","Castilla","Pampacolca",1140,12.35,36.07,3171
"Arequipa","Castilla","Tipán",229,8.18,42.55,591
"Arequipa","Castilla","Uñon",93,5.81,63.19,366
"Arequipa","Castilla","Uraca",2461,4.94,20.41,7182
"Arequipa","Castilla","Viraco",674,11.07,38.98,2010
"Arequipa","Caylloma","Achoma",501,10.67,46.68,1139
"Arequipa","Caylloma","Cabanaconde",1263,9.21,48.84,2842
"Arequipa","Caylloma","Callalli",1476,11.82,49.69,2511
"Arequipa","Caylloma","Caylloma",2911,16.19,27.76,4041
"Arequipa","Caylloma","Chivay",2893,8.19,31.68,6532
"Arequipa","Caylloma","Coporaque",506,8.85,35.25,1393
"Arequipa","Caylloma","Huambo",490,8.6,45.97,895
"Arequipa","Caylloma","Huanca",652,14.7,43.77,1841
"Arequipa","Caylloma","Ichupampa",300,21.66,31.25,757
"Arequipa","Caylloma","Lari",683,16.97,35.82,1373
"Arequipa","Caylloma","Lluta",464,11.32,48.29,1417
"Arequipa","Caylloma","Maca",380,11.54,36.09,916
"Arequipa","Caylloma","Madrigal",297,21.51,49.22,705
"Arequipa","Caylloma","Majes",10393,4.43,27.02,39445
"Arequipa","Caylloma","San Antonio de Chuca",620,12.67,27.62,1415
"Arequipa","Caylloma","Sibayo",486,11.73,30.97,801
"Arequipa","Caylloma","Tapay",315,27.53,51.26,671
"Arequipa","Caylloma","Tisco",1284,16.88,51.33,1817
"Arequipa","Caylloma","Tuti",549,17.37,39.39,888
"Arequipa","Caylloma","Yanque",1227,10.8,30.93,2319
"Arequipa","Condesuyos","Andaray",362,14.56,36.74,719
"Arequipa","Condesuyos","Cayarani",2691,16.16,17.32,3689
"Arequipa","Condesuyos","Chichas",318,10.19,41.92,832
"Arequipa","Condesuyos","Chuquibamba",1673,8.56,25.45,3618
"Arequipa","Condesuyos","Iray",267,3.82,37.29,707
"Arequipa","Condesuyos","Rio Grande",1954,4.68,25.39,3430
"Arequipa","Condesuyos","Salamanca",388,21.83,46.22,1060
"Arequipa","Condesuyos","Yanaquihua",2108,8.89,47.56,4936
"Arequipa","Islay","Cocachacra",3788,5.99,21.66,9342
"Arequipa","Islay","Dean Valdivia",2378,7.32,21.03,6318
"Arequipa","Islay","Islay",1870,1.97,29.89,4823
"Arequipa","Islay","Mejía",511,3.53,19.76,1132
"Arequipa","Islay","Mollendo",13551,2.42,24.29,24028
"Arequipa","Islay","Punta de Bombón",2395,6.43,29.76,6621
"Arequipa","La Unión","Alca",1360,27.92,47.93,2169
"Arequipa","La Unión","Charcana",408,17.13,39.11,647
